what,kind,bundleId,bundleVersion,description,time
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit16,2.2.2.I20110819-1700,"org.polarion.eclipse.team.svn.connector.svnkit16",1328120978617
os,sysinfo,,,"macosx",1328120978621
arch,sysinfo,,,"x86_64",1328120978621
ws,sysinfo,,,"cocoa",1328120978621
locale,sysinfo,,,"en_US",1328120978621
processors,sysinfo,,,"4",1328120979171
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1328120979171
java.runtime.version,sysinfo,,,"1.6.0_29-b11-402-11M3527",1328120979171
java.specification.name,sysinfo,,,"Java Platform API Specification",1328120979171
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1328120979171
java.specification.version,sysinfo,,,"1.6",1328120979171
java.vendor,sysinfo,,,"Apple Inc.",1328120979171
java.version,sysinfo,,,"1.6.0_29",1328120979171
java.vm.info,sysinfo,,,"mixed mode",1328120979171
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1328120979171
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1328120979171
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1328120979171
java.vm.specification.version,sysinfo,,,"1.0",1328120979171
java.vm.vendor,sysinfo,,,"Apple Inc.",1328120979171
java.vm.version,sysinfo,,,"20.4-b02-402",1328120979171
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1328120979174
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1328120979493
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328120981044
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328120981103
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1328120981122
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328120987253
activated,perspective,,,"<SVN_Repository_Exploring>",1328120987266
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1328120994467
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.closePerspective",1328120994491
opened,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1328120997035
activated,perspective,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.GitRepositoryExploring",1328120997050
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1328120999694
closed,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1328120999716
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.closePerspective",1328120999718
closed,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328121002099
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.closePerspective",1328121002102
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328121004738
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328121006689
opened,view,org.eclipse.team.svn.ui,0.7.9.I20110819-1700,"org.eclipse.team.svn.ui.repository.RepositoriesView",1328121006847
opened,view,org.eclipse.team.svn.ui,0.7.9.I20110819-1700,"org.eclipse.team.svn.ui.repository.browser.RepositoryBrowser",1328121006879
activated,perspective,org.eclipse.team.svn.ui,0.7.9.I20110819-1700,"org.eclipse.team.svn.ui.repository.RepositoryPerspective",1328121006899
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.perspectives.showPerspective",1328121006904
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.perspectives.showPerspective",1328121006904
activated,view,org.eclipse.team.svn.ui,0.7.9.I20110819-1700,"org.eclipse.team.svn.ui.repository.RepositoriesView",1328121009119
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1328121012004
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328121012153
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328121030421
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328121031292
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328121035866
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328121039987
started,bundle,org.eclipse.equinox.security.ui,1.1.0.v20101004,"org.eclipse.equinox.security.ui",1328121050477
error,log,,,"Secure storage was unable to retrieve the master password from the OS keyring. Make sure that this application has access to the OS keyring. If the error persists, the password recovery feature could be used, or secure storage can be deleted and re-created.",1328121050700
error,log,,,"SVN: 'Save Authorization Info' operation finished with error",1328121050723
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328121050750
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1328121076082
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328121076098
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1328121077200
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1328121082468
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328121083848
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328121087417
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1328121087454
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1328121087454
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328121087523
