what,kind,bundleId,bundleVersion,description,time
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1328116647327
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328116649269
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328116689016
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328116689050
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1328116689613
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328116689670
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117421007
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117425954
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117427655
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117430353
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117671715
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117674103
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117675183
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328117679480
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1328117680718
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.openProject",1328117684393
error,log,,,"Could not instantiate provider org.tigris.subversion.subclipse.core.svnnature for project iHoundAndroid.",1328117684429
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117690388
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117691440
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.cleanAction",1328117691543
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117695173
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117706357
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117709914
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117718634
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117731514
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117737217
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1328117737277
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1328117737277
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117739487
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117742488
activated,perspective,,,"<SVN_Repository_Exploring>",1328117742874
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328117742880
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117747277
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117748648
opened,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1328117748735
activated,perspective,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.GitRepositoryExploring",1328117748755
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328117748775
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117751678
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117753737
opened,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1328117753909
opened,view,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1328117754070
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1328117754106
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.perspectives.showPerspective",1328117754123
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.perspectives.showPerspective",1328117754123
activated,view,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1328117757775
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328117757873
closed,view,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1328117757884
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1328117758930
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328117759069
closed,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1328117759078
started,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1328117759093
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1328117759102
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1328117759106
started,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.tasks.ui",1328117759109
started,bundle,org.eclipse.mylyn.wikitext.core,1.5.1.v20110720-0100,"org.eclipse.mylyn.wikitext.core",1328117759115
started,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1328117759120
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117762000
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117799867
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1328117802765
started,bundle,org.eclipse.equinox.p2.ui,2.1.0.v20110601,"org.eclipse.equinox.p2.ui",1328117802768
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20110510,"org.eclipse.equinox.p2.transport.ecf",1328117802792
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20110531-2218,"org.eclipse.ecf.filetransfer",1328117802796
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1328117802810
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1328117802822
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1328117802832
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer",1328117802834
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117802999
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117859761
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.install",1328117859847
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117862446
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117932272
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.install",1328117932353
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117937029
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117937833
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117939037
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328117940310
